aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 16: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 17: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 17: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 18: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 18: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 19: MetadataRequest_v1(topics=NULL)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 19: MetadataResponse_v1(brokers=[(node_id=0, host='localhost', port=9092, rack=None)], controller_id=0, topics=[(error_code=0, topic='testtopic', is_internal=False, partitions=[(error_code=0, partition=0, leader=0, replicas=[0], isr=[0]), (error_code=0, partition=1, leader=0, replicas=[0], isr=[0])])])
aiokafka.cluster    	Thread-1 (_start_loop)	DEBUG   	Updated cluster metadata to ClusterMetadata(brokers: 1, topics: 1, groups: 0)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending FindCoordinator request for key schema-registry to broker 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 20: FindCoordinatorRequest_v1(coordinator_key='schema-registry', coordinator_type=0)
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Response 20: FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Received group coordinator response FindCoordinatorResponse_v1(throttle_time_ms=0, error_code=15, error_message='The coordinator is not available.', coordinator_id=-1, host='', port=-1)
karapace.core.coordinator.schema_coordinator	Thread-1 (_start_loop)	WARNING 	Group Coordinator Request failed: [Error 15] GroupCoordinatorNotAvailableError
aiokafka            	Thread-1 (_start_loop)	DEBUG   	Sending metadata request MetadataRequest_v1(topics=NULL) to node 0
aiokafka.conn       	Thread-1 (_start_loop)	DEBUG   	<AIOKafkaConnection host=localhost port=9092> Request 21: MetadataRequest_v1(topics=NULL)
